wavelength,value
2605.00,0.5158
2604.00,0.5158
2603.00,0.5157
2602.00,0.5157
2601.00,0.5156
2600.00,0.5154
2599.00,0.5153
2598.00,0.5151
2597.00,0.5150
2596.00,0.5148
2595.00,0.5147
2594.00,0.5146
2593.00,0.5145
2592.00,0.5143
2591.00,0.5142
2590.00,0.5141
2589.00,0.5140
2588.00,0.5138
2587.00,0.5137
2586.00,0.5135
2585.00,0.5133
2584.00,0.5132
2583.00,0.5130
2582.00,0.5128
2581.00,0.5125
2580.00,0.5123
2579.00,0.5119
2578.00,0.5116
2577.00,0.5114
2576.00,0.5111
2575.00,0.5108
2574.00,0.5105
2573.00,0.5103
2572.00,0.5100
2571.00,0.5097
2570.00,0.5094
2569.00,0.5092
2568.00,0.5090
2567.00,0.5087
2566.00,0.5085
2565.00,0.5082
2564.00,0.5078
2563.00,0.5074
2562.00,0.5070
2561.00,0.5066
2560.00,0.5060
2559.00,0.5053
2558.00,0.5045
2557.00,0.5037
2556.00,0.5028
2555.00,0.5018
2554.00,0.5007
2553.00,0.4995
2552.00,0.4984
2551.00,0.4971
2550.00,0.4959
2549.00,0.4947
2548.00,0.4934
2547.00,0.4921
2546.00,0.4907
2545.00,0.4894
2544.00,0.4881
2543.00,0.4869
2542.00,0.4856
2541.00,0.4844
2540.00,0.4832
2539.00,0.4820
2538.00,0.4808
2537.00,0.4797
2536.00,0.4785
2535.00,0.4774
2534.00,0.4765
2533.00,0.4755
2532.00,0.4747
2531.00,0.4738
2530.00,0.4731
2529.00,0.4723
2528.00,0.4717
2527.00,0.4710
2526.00,0.4705
2525.00,0.4700
2524.00,0.4695
2523.00,0.4690
2522.00,0.4685
2521.00,0.4680
2520.00,0.4675
2519.00,0.4671
2518.00,0.4666
2517.00,0.4662
2516.00,0.4658
2515.00,0.4655
2514.00,0.4652
2513.00,0.4650
2512.00,0.4648
2511.00,0.4645
2510.00,0.4643
2509.00,0.4642
2508.00,0.4641
2507.00,0.4640
2506.00,0.4640
2505.00,0.4640
2504.00,0.4640
2503.00,0.4640
2502.00,0.4640
2501.00,0.4641
2500.00,0.4642
2499.00,0.4643
2498.00,0.4644
2497.00,0.4644
2496.00,0.4645
2495.00,0.4645
2494.00,0.4646
2493.00,0.4647
2492.00,0.4647
2491.00,0.4647
2490.00,0.4646
2489.00,0.4646
2488.00,0.4646
2487.00,0.4645
2486.00,0.4644
2485.00,0.4644
2484.00,0.4644
2483.00,0.4644
2482.00,0.4644
2481.00,0.4644
2480.00,0.4644
2479.00,0.4644
2478.00,0.4645
2477.00,0.4646
2476.00,0.4646
2475.00,0.4646
2474.00,0.4646
2473.00,0.4647
2472.00,0.4647
2471.00,0.4648
2470.00,0.4648
2469.00,0.4649
2468.00,0.4650
2467.00,0.4650
2466.00,0.4650
2465.00,0.4650
2464.00,0.4649
2463.00,0.4648
2462.00,0.4647
2461.00,0.4646
2460.00,0.4645
2459.00,0.4642
2458.00,0.4638
2457.00,0.4634
2456.00,0.4630
2455.00,0.4625
2454.00,0.4621
2453.00,0.4616
2452.00,0.4611
2451.00,0.4604
2450.00,0.4597
2449.00,0.4590
2448.00,0.4582
2447.00,0.4574
2446.00,0.4566
2445.00,0.4558
2444.00,0.4549
2443.00,0.4541
2442.00,0.4532
2441.00,0.4524
2440.00,0.4516
2439.00,0.4507
2438.00,0.4500
2437.00,0.4492
2436.00,0.4485
2435.00,0.4478
2434.00,0.4470
2433.00,0.4464
2432.00,0.4456
2431.00,0.4449
2430.00,0.4443
2429.00,0.4436
2428.00,0.4429
2427.00,0.4422
2426.00,0.4415
2425.00,0.4408
2424.00,0.4400
2423.00,0.4393
2422.00,0.4386
2421.00,0.4379
2420.00,0.4372
2419.00,0.4366
2418.00,0.4360
2417.00,0.4355
2416.00,0.4350
2415.00,0.4345
2414.00,0.4340
2413.00,0.4335
2412.00,0.4330
2411.00,0.4325
2410.00,0.4319
2409.00,0.4314
2408.00,0.4308
2407.00,0.4301
2406.00,0.4295
2405.00,0.4288
2404.00,0.4281
2403.00,0.4273
2402.00,0.4265
2401.00,0.4258
2400.00,0.4250
2399.00,0.4243
2398.00,0.4235
2397.00,0.4228
2396.00,0.4220
2395.00,0.4212
2394.00,0.4205
2393.00,0.4198
2392.00,0.4192
2391.00,0.4186
2390.00,0.4181
2389.00,0.4176
2388.00,0.4170
2387.00,0.4165
2386.00,0.4159
2385.00,0.4153
2384.00,0.4146
2383.00,0.4138
2382.00,0.4130
2381.00,0.4122
2380.00,0.4114
2379.00,0.4107
2378.00,0.4101
2377.00,0.4096
2376.00,0.4091
2375.00,0.4087
2374.00,0.4084
2373.00,0.4081
2372.00,0.4079
2371.00,0.4075
2370.00,0.4071
2369.00,0.4067
2368.00,0.4063
2367.00,0.4058
2366.00,0.4052
2365.00,0.4045
2364.00,0.4036
2363.00,0.4028
2362.00,0.4023
2361.00,0.4018
2360.00,0.4012
2359.00,0.4005
2358.00,0.3999
2357.00,0.3997
2356.00,0.3994
2355.00,0.3990
2354.00,0.3986
2353.00,0.3982
2352.00,0.3978
2351.00,0.3971
2350.00,0.3964
2349.00,0.3960
2348.00,0.3956
2347.00,0.3953
2346.00,0.3946
2345.00,0.3936
2344.00,0.3927
2343.00,0.3922
2342.00,0.3920
2341.00,0.3919
2340.00,0.3918
2339.00,0.3914
2338.00,0.3910
2337.00,0.3907
2336.00,0.3904
2335.00,0.3900
2334.00,0.3895
2333.00,0.3889
2332.00,0.3882
2331.00,0.3877
2330.00,0.3873
2329.00,0.3870
2328.00,0.3868
2327.00,0.3864
2326.00,0.3862
2325.00,0.3861
2324.00,0.3859
2323.00,0.3855
2322.00,0.3851
2321.00,0.3849
2320.00,0.3849
2319.00,0.3849
2318.00,0.3850
2317.00,0.3848
2316.00,0.3845
2315.00,0.3840
2314.00,0.3835
2313.00,0.3830
2312.00,0.3825
2311.00,0.3822
2310.00,0.3819
2309.00,0.3817
2308.00,0.3816
2307.00,0.3815
2306.00,0.3814
2305.00,0.3813
2304.00,0.3811
2303.00,0.3809
2302.00,0.3807
2301.00,0.3805
2300.00,0.3802
2299.00,0.3800
2298.00,0.3798
2297.00,0.3796
2296.00,0.3794
2295.00,0.3791
2294.00,0.3789
2293.00,0.3787
2292.00,0.3785
2291.00,0.3782
2290.00,0.3780
2289.00,0.3779
2288.00,0.3777
2287.00,0.3775
2286.00,0.3774
2285.00,0.3772
2284.00,0.3770
2283.00,0.3768
2282.00,0.3765
2281.00,0.3763
2280.00,0.3760
2279.00,0.3757
2278.00,0.3753
2277.00,0.3750
2276.00,0.3747
2275.00,0.3744
2274.00,0.3742
2273.00,0.3741
2272.00,0.3740
2271.00,0.3739
2270.00,0.3736
2269.00,0.3734
2268.00,0.3730
2267.00,0.3726
2266.00,0.3721
2265.00,0.3717
2264.00,0.3713
2263.00,0.3709
2262.00,0.3705
2261.00,0.3701
2260.00,0.3696
2259.00,0.3692
2258.00,0.3687
2257.00,0.3683
2256.00,0.3679
2255.00,0.3675
2254.00,0.3671
2253.00,0.3667
2252.00,0.3664
2251.00,0.3660
2250.00,0.3657
2249.00,0.3653
2248.00,0.3650
2247.00,0.3646
2246.00,0.3642
2245.00,0.3638
2244.00,0.3635
2243.00,0.3631
2242.00,0.3628
2241.00,0.3625
2240.00,0.3622
2239.00,0.3619
2238.00,0.3616
2237.00,0.3613
2236.00,0.3609
2235.00,0.3606
2234.00,0.3603
2233.00,0.3600
2232.00,0.3597
2231.00,0.3594
2230.00,0.3591
2229.00,0.3588
2228.00,0.3585
2227.00,0.3582
2226.00,0.3580
2225.00,0.3577
2224.00,0.3574
2223.00,0.3571
2222.00,0.3568
2221.00,0.3565
2220.00,0.3562
2219.00,0.3559
2218.00,0.3557
2217.00,0.3554
2216.00,0.3551
2215.00,0.3548
2214.00,0.3544
2213.00,0.3541
2212.00,0.3538
2211.00,0.3535
2210.00,0.3532
2209.00,0.3529
2208.00,0.3527
2207.00,0.3524
2206.00,0.3521
2205.00,0.3518
2204.00,0.3515
2203.00,0.3512
2202.00,0.3509
2201.00,0.3506
2200.00,0.3503
2199.00,0.3500
2198.00,0.3497
2197.00,0.3494
2196.00,0.3492
2195.00,0.3489
2194.00,0.3486
2193.00,0.3483
2192.00,0.3480
2191.00,0.3478
2190.00,0.3475
2189.00,0.3473
2188.00,0.3471
2187.00,0.3468
2186.00,0.3466
2185.00,0.3464
2184.00,0.3462
2183.00,0.3459
2182.00,0.3457
2181.00,0.3456
2180.00,0.3456
2179.00,0.3457
2178.00,0.3459
2177.00,0.3460
2176.00,0.3460
2175.00,0.3459
2174.00,0.3456
2173.00,0.3453
2172.00,0.3449
2171.00,0.3446
2170.00,0.3444
2169.00,0.3442
2168.00,0.3440
2167.00,0.3437
2166.00,0.3433
2165.00,0.3430
2164.00,0.3426
2163.00,0.3423
2162.00,0.3420
2161.00,0.3417
2160.00,0.3415
2159.00,0.3412
2158.00,0.3409
2157.00,0.3407
2156.00,0.3405
2155.00,0.3402
2154.00,0.3399
2153.00,0.3396
2152.00,0.3394
2151.00,0.3391
2150.00,0.3388
2149.00,0.3386
2148.00,0.3383
2147.00,0.3381
2146.00,0.3378
2145.00,0.3376
2144.00,0.3374
2143.00,0.3372
2142.00,0.3370
2141.00,0.3368
2140.00,0.3366
2139.00,0.3364
2138.00,0.3361
2137.00,0.3359
2136.00,0.3358
2135.00,0.3356
2134.00,0.3354
2133.00,0.3352
2132.00,0.3350
2131.00,0.3349
2130.00,0.3348
2129.00,0.3348
2128.00,0.3347
2127.00,0.3347
2126.00,0.3346
2125.00,0.3346
2124.00,0.3346
2123.00,0.3346
2122.00,0.3345
2121.00,0.3346
2120.00,0.3346
2119.00,0.3346
2118.00,0.3346
2117.00,0.3346
2116.00,0.3346
2115.00,0.3347
2114.00,0.3347
2113.00,0.3347
2112.00,0.3347
2111.00,0.3345
2110.00,0.3343
2109.00,0.3341
2108.00,0.3339
2107.00,0.3336
2106.00,0.3333
2105.00,0.3330
2104.00,0.3328
2103.00,0.3325
2102.00,0.3322
2101.00,0.3320
2100.00,0.3318
2099.00,0.3316
2098.00,0.3314
2097.00,0.3312
2096.00,0.3309
2095.00,0.3306
2094.00,0.3304
2093.00,0.3302
2092.00,0.3300
2091.00,0.3297
2090.00,0.3295
2089.00,0.3292
2088.00,0.3290
2087.00,0.3288
2086.00,0.3285
2085.00,0.3283
2084.00,0.3281
2083.00,0.3279
2082.00,0.3277
2081.00,0.3275
2080.00,0.3274
2079.00,0.3271
2078.00,0.3268
2077.00,0.3266
2076.00,0.3264
2075.00,0.3261
2074.00,0.3258
2073.00,0.3255
2072.00,0.3252
2071.00,0.3249
2070.00,0.3246
2069.00,0.3244
2068.00,0.3241
2067.00,0.3238
2066.00,0.3235
2065.00,0.3232
2064.00,0.3229
2063.00,0.3226
2062.00,0.3223
2061.00,0.3220
2060.00,0.3217
2059.00,0.3213
2058.00,0.3209
2057.00,0.3206
2056.00,0.3204
2055.00,0.3201
2054.00,0.3199
2053.00,0.3196
2052.00,0.3194
2051.00,0.3192
2050.00,0.3189
2049.00,0.3187
2048.00,0.3185
2047.00,0.3183
2046.00,0.3180
2045.00,0.3178
2044.00,0.3176
2043.00,0.3174
2042.00,0.3172
2041.00,0.3170
2040.00,0.3169
2039.00,0.3168
2038.00,0.3168
2037.00,0.3168
2036.00,0.3168
2035.00,0.3169
2034.00,0.3169
2033.00,0.3171
2032.00,0.3174
2031.00,0.3177
2030.00,0.3180
2029.00,0.3183
2028.00,0.3186
2027.00,0.3189
2026.00,0.3191
2025.00,0.3193
2024.00,0.3195
2023.00,0.3197
2022.00,0.3198
2021.00,0.3200
2020.00,0.3202
2019.00,0.3203
2018.00,0.3204
2017.00,0.3206
2016.00,0.3207
2015.00,0.3208
2014.00,0.3207
2013.00,0.3206
2012.00,0.3203
2011.00,0.3200
2010.00,0.3195
2009.00,0.3191
2008.00,0.3186
2007.00,0.3180
2006.00,0.3175
2005.00,0.3169
2004.00,0.3163
2003.00,0.3156
2002.00,0.3150
2001.00,0.3143
2000.00,0.3136
1999.00,0.3129
1998.00,0.3123
1997.00,0.3116
1996.00,0.3109
1995.00,0.3102
1994.00,0.3094
1993.00,0.3086
1992.00,0.3078
1991.00,0.3071
1990.00,0.3065
1989.00,0.3060
1988.00,0.3054
1987.00,0.3048
1986.00,0.3042
1985.00,0.3037
1984.00,0.3032
1983.00,0.3027
1982.00,0.3022
1981.00,0.3017
1980.00,0.3011
1979.00,0.3006
1978.00,0.3000
1977.00,0.2994
1976.00,0.2989
1975.00,0.2983
1974.00,0.2977
1973.00,0.2971
1972.00,0.2965
1971.00,0.2959
1970.00,0.2953
1969.00,0.2947
1968.00,0.2940
1967.00,0.2934
1966.00,0.2928
1965.00,0.2923
1964.00,0.2918
1963.00,0.2913
1962.00,0.2908
1961.00,0.2903
1960.00,0.2897
1959.00,0.2892
1958.00,0.2887
1957.00,0.2882
1956.00,0.2877
1955.00,0.2872
1954.00,0.2868
1953.00,0.2864
1952.00,0.2860
1951.00,0.2856
1950.00,0.2852
1949.00,0.2848
1948.00,0.2845
1947.00,0.2841
1946.00,0.2838
1945.00,0.2834
1944.00,0.2830
1943.00,0.2826
1942.00,0.2824
1941.00,0.2823
1940.00,0.2823
1939.00,0.2822
1938.00,0.2821
1937.00,0.2820
1936.00,0.2818
1935.00,0.2817
1934.00,0.2815
1933.00,0.2813
1932.00,0.2812
1931.00,0.2811
1930.00,0.2809
1929.00,0.2807
1928.00,0.2805
1927.00,0.2802
1926.00,0.2798
1925.00,0.2794
1924.00,0.2789
1923.00,0.2784
1922.00,0.2780
1921.00,0.2776
1920.00,0.2772
1919.00,0.2766
1918.00,0.2759
1917.00,0.2751
1916.00,0.2744
1915.00,0.2738
1914.00,0.2731
1913.00,0.2725
1912.00,0.2719
1911.00,0.2713
1910.00,0.2707
1909.00,0.2701
1908.00,0.2696
1907.00,0.2691
1906.00,0.2687
1905.00,0.2683
1904.00,0.2679
1903.00,0.2674
1902.00,0.2669
1901.00,0.2665
1900.00,0.2662
1899.00,0.2658
1898.00,0.2653
1897.00,0.2650
1896.00,0.2647
1895.00,0.2644
1894.00,0.2641
1893.00,0.2639
1892.00,0.2636
1891.00,0.2633
1890.00,0.2631
1889.00,0.2630
1888.00,0.2631
1887.00,0.2631
1886.00,0.2631
1885.00,0.2630
1884.00,0.2630
1883.00,0.2629
1882.00,0.2630
1881.00,0.2633
1880.00,0.2640
1879.00,0.2649
1878.00,0.2660
1877.00,0.2676
1876.00,0.2695
1875.00,0.2718
1874.00,0.2746
1873.00,0.2780
1872.00,0.2814
1871.00,0.2847
1870.00,0.2874
1869.00,0.2890
1868.00,0.2891
1867.00,0.2886
1866.00,0.2884
1865.00,0.2886
1864.00,0.2892
1863.00,0.2901
1862.00,0.2915
1861.00,0.2933
1860.00,0.2955
1859.00,0.2981
1858.00,0.3013
1857.00,0.3047
1856.00,0.3073
1855.00,0.3081
1854.00,0.3065
1853.00,0.3023
1852.00,0.2965
1851.00,0.2904
1850.00,0.2849
1849.00,0.2801
1848.00,0.2762
1847.00,0.2731
1846.00,0.2709
1845.00,0.2693
1844.00,0.2681
1843.00,0.2673
1842.00,0.2670
1841.00,0.2670
1840.00,0.2670
1839.00,0.2667
1838.00,0.2662
1837.00,0.2655
1836.00,0.2645
1835.00,0.2634
1834.00,0.2621
1833.00,0.2609
1832.00,0.2597
1831.00,0.2584
1830.00,0.2571
1829.00,0.2561
1828.00,0.2553
1827.00,0.2549
1826.00,0.2544
1825.00,0.2539
1824.00,0.2534
1823.00,0.2531
1822.00,0.2528
1821.00,0.2525
1820.00,0.2522
1819.00,0.2518
1818.00,0.2514
1817.00,0.2511
1816.00,0.2507
1815.00,0.2504
1814.00,0.2500
1813.00,0.2496
1812.00,0.2492
1811.00,0.2488
1810.00,0.2484
1809.00,0.2480
1808.00,0.2478
1807.00,0.2476
1806.00,0.2473
1805.00,0.2469
1804.00,0.2466
1803.00,0.2460
1802.00,0.2455
1801.00,0.2451
1800.00,0.2449
1799.00,0.2446
1798.00,0.2444
1797.00,0.2442
1796.00,0.2441
1795.00,0.2439
1794.00,0.2436
1793.00,0.2434
1792.00,0.2431
1791.00,0.2428
1790.00,0.2426
1789.00,0.2425
1788.00,0.2426
1787.00,0.2424
1786.00,0.2421
1785.00,0.2418
1784.00,0.2415
1783.00,0.2412
1782.00,0.2408
1781.00,0.2405
1780.00,0.2403
1779.00,0.2401
1778.00,0.2399
1777.00,0.2397
1776.00,0.2395
1775.00,0.2392
1774.00,0.2389
1773.00,0.2386
1772.00,0.2384
1771.00,0.2379
1770.00,0.2375
1769.00,0.2373
1768.00,0.2373
1767.00,0.2371
1766.00,0.2369
1765.00,0.2367
1764.00,0.2366
1763.00,0.2363
1762.00,0.2360
1761.00,0.2358
1760.00,0.2357
1759.00,0.2357
1758.00,0.2359
1757.00,0.2362
1756.00,0.2367
1755.00,0.2371
1754.00,0.2373
1753.00,0.2374
1752.00,0.2374
1751.00,0.2373
1750.00,0.2372
1749.00,0.2374
1748.00,0.2377
1747.00,0.2379
1746.00,0.2379
1745.00,0.2379
1744.00,0.2380
1743.00,0.2381
1742.00,0.2382
1741.00,0.2384
1740.00,0.2388
1739.00,0.2390
1738.00,0.2389
1737.00,0.2388
1736.00,0.2386
1735.00,0.2378
1734.00,0.2358
1733.00,0.2337
1732.00,0.2325
1731.00,0.2316
1730.00,0.2308
1729.00,0.2302
1728.00,0.2299
1727.00,0.2296
1726.00,0.2293
1725.00,0.2290
1724.00,0.2287
1723.00,0.2284
1722.00,0.2282
1721.00,0.2280
1720.00,0.2278
1719.00,0.2274
1718.00,0.2270
1717.00,0.2273
1716.00,0.2275
1715.00,0.2272
1714.00,0.2268
1713.00,0.2268
1712.00,0.2270
1711.00,0.2270
1710.00,0.2268
1709.00,0.2266
1708.00,0.2264
1707.00,0.2262
1706.00,0.2260
1705.00,0.2260
1704.00,0.2262
1703.00,0.2263
1702.00,0.2263
1701.00,0.2263
1700.00,0.2266
1699.00,0.2267
1698.00,0.2266
1697.00,0.2270
1696.00,0.2276
1695.00,0.2279
1694.00,0.2279
1693.00,0.2281
1692.00,0.2284
1691.00,0.2285
1690.00,0.2286
1689.00,0.2289
1688.00,0.2294
1687.00,0.2297
1686.00,0.2295
1685.00,0.2292
1684.00,0.2298
1683.00,0.2306
1682.00,0.2312
1681.00,0.2320
1680.00,0.2328
1679.00,0.2335
1678.00,0.2339
1677.00,0.2345
1676.00,0.2352
1675.00,0.2361
1674.00,0.2367
1673.00,0.2371
1672.00,0.2376
1671.00,0.2382
1670.00,0.2389
1669.00,0.2400
1668.00,0.2412
1667.00,0.2422
1666.00,0.2430
1665.00,0.2438
1664.00,0.2449
1663.00,0.2465
1662.00,0.2483
1661.00,0.2501
1660.00,0.2519
1659.00,0.2536
1658.00,0.2552
1657.00,0.2567
1656.00,0.2579
1655.00,0.2589
1654.00,0.2607
1653.00,0.2669
1652.00,0.2730
1651.00,0.2755
1650.00,0.2765
1649.00,0.2778
1648.00,0.2812
1647.00,0.2885
1646.00,0.2967
1645.00,0.3028
1644.00,0.3081
1643.00,0.3138
1642.00,0.3202
1641.00,0.3271
1640.00,0.3334
1639.00,0.3377
1638.00,0.3398
1637.00,0.3392
1636.00,0.3342
1635.00,0.3263
1634.00,0.3206
1633.00,0.3176
1632.00,0.3155
1631.00,0.3135
1630.00,0.3118
1629.00,0.3114
1628.00,0.3128
1627.00,0.3153
1626.00,0.3179
1625.00,0.3209
1624.00,0.3257
1623.00,0.3322
1622.00,0.3382
1621.00,0.3424
1620.00,0.3454
1619.00,0.3475
1618.00,0.3479
1617.00,0.3454
1616.00,0.3404
1615.00,0.3354
1614.00,0.3312
1613.00,0.3277
1612.00,0.3242
1611.00,0.3203
1610.00,0.3154
1609.00,0.3097
1608.00,0.3032
1607.00,0.2965
1606.00,0.2901
1605.00,0.2840
1604.00,0.2781
1603.00,0.2720
1602.00,0.2663
1601.00,0.2616
1600.00,0.2579
1599.00,0.2548
1598.00,0.2522
1597.00,0.2501
1596.00,0.2482
1595.00,0.2461
1594.00,0.2441
1593.00,0.2426
1592.00,0.2414
1591.00,0.2400
1590.00,0.2389
1589.00,0.2381
1588.00,0.2374
1587.00,0.2366
1586.00,0.2359
1585.00,0.2356
1584.00,0.2354
1583.00,0.2351
1582.00,0.2349
1581.00,0.2349
1580.00,0.2350
1579.00,0.2347
1578.00,0.2345
1577.00,0.2350
1576.00,0.2357
1575.00,0.2357
1574.00,0.2358
1573.00,0.2363
1572.00,0.2367
1571.00,0.2368
1570.00,0.2370
1569.00,0.2381
1568.00,0.2394
1567.00,0.2401
1566.00,0.2408
1565.00,0.2422
1564.00,0.2438
1563.00,0.2446
1562.00,0.2450
1561.00,0.2454
1560.00,0.2458
1559.00,0.2478
1558.00,0.2513
1557.00,0.2548
1556.00,0.2575
1555.00,0.2592
1554.00,0.2611
1553.00,0.2636
1552.00,0.2660
1551.00,0.2681
1550.00,0.2712
1549.00,0.2755
1548.00,0.2794
1547.00,0.2819
1546.00,0.2842
1545.00,0.2887
1544.00,0.2956
1543.00,0.3012
1542.00,0.3053
1541.00,0.3150
1540.00,0.3339
1539.00,0.3485
1538.00,0.3574
1537.00,0.3650
1536.00,0.3719
1535.00,0.3796
1534.00,0.3928
1533.00,0.4121
1532.00,0.4268
1531.00,0.4338
1530.00,0.4389
1529.00,0.4465
1528.00,0.4580
1527.00,0.4750
1526.00,0.4999
1525.00,0.5303
1524.00,0.5587
1523.00,0.5864
1522.00,0.6333
1521.00,0.7083
1520.00,0.7638
1519.00,0.7815
1518.00,0.7832
1517.00,0.7758
1516.00,0.7568
1515.00,0.7345
1514.00,0.7148
1513.00,0.6944
1512.00,0.6695
1511.00,0.6423
1510.00,0.6183
1509.00,0.5983
1508.00,0.5707
1507.00,0.5157
1506.00,0.4716
1505.00,0.4572
1504.00,0.4499
1503.00,0.4424
1502.00,0.4342
1501.00,0.4259
1500.00,0.4186
1499.00,0.4130
1498.00,0.4094
1497.00,0.4088
1496.00,0.4113
1495.00,0.4154
1494.00,0.4194
1493.00,0.4238
1492.00,0.4296
1491.00,0.4391
1490.00,0.4560
1489.00,0.4796
1488.00,0.5033
1487.00,0.5260
1486.00,0.5502
1485.00,0.5760
1484.00,0.6035
1483.00,0.6352
1482.00,0.6757
1481.00,0.7233
1480.00,0.7673
1479.00,0.7999
1478.00,0.8229
1477.00,0.8380
1476.00,0.8439
1475.00,0.8430
1474.00,0.8419
1473.00,0.8411
1472.00,0.8371
1471.00,0.8333
1470.00,0.8314
1469.00,0.8273
1468.00,0.8187
1467.00,0.8060
1466.00,0.7888
1465.00,0.7652
1464.00,0.7405
1463.00,0.7242
1462.00,0.7163
1461.00,0.7108
1460.00,0.7034
1459.00,0.6920
1458.00,0.6711
1457.00,0.6301
1456.00,0.5911
1455.00,0.5712
1454.00,0.5591
1453.00,0.5468
1452.00,0.5333
1451.00,0.5209
1450.00,0.5105
1449.00,0.5002
1448.00,0.4885
1447.00,0.4771
1446.00,0.4676
1445.00,0.4582
1444.00,0.4476
1443.00,0.4366
1442.00,0.4262
1441.00,0.4170
1440.00,0.4092
1439.00,0.4034
1438.00,0.3993
1437.00,0.3950
1436.00,0.3899
1435.00,0.3860
1434.00,0.3829
1433.00,0.3787
1432.00,0.3723
1431.00,0.3642
1430.00,0.3549
1429.00,0.3452
1428.00,0.3365
1427.00,0.3300
1426.00,0.3247
1425.00,0.3187
1424.00,0.3117
1423.00,0.3061
1422.00,0.3025
1421.00,0.2993
1420.00,0.2950
1419.00,0.2900
1418.00,0.2859
1417.00,0.2827
1416.00,0.2802
1415.00,0.2786
1414.00,0.2774
1413.00,0.2758
1412.00,0.2739
1411.00,0.2726
1410.00,0.2721
1409.00,0.2715
1408.00,0.2710
1407.00,0.2712
1406.00,0.2725
1405.00,0.2741
1404.00,0.2762
1403.00,0.2789
1402.00,0.2819
1401.00,0.2845
1400.00,0.2873
1399.00,0.2912
1398.00,0.2952
1397.00,0.2978
1396.00,0.2994
1395.00,0.3014
1394.00,0.3034
1393.00,0.3046
1392.00,0.3051
1391.00,0.3059
1390.00,0.3069
1389.00,0.3084
1388.00,0.3116
1387.00,0.3176
1386.00,0.3243
1385.00,0.3280
1384.00,0.3277
1383.00,0.3240
1382.00,0.3184
1381.00,0.3127
1380.00,0.3085
1379.00,0.3068
1378.00,0.3069
1377.00,0.3077
1376.00,0.3088
1375.00,0.3109
1374.00,0.3142
1373.00,0.3177
1372.00,0.3211
1371.00,0.3250
1370.00,0.3298
1369.00,0.3356
1368.00,0.3423
1367.00,0.3494
1366.00,0.3562
1365.00,0.3627
1364.00,0.3703
1363.00,0.3809
1362.00,0.3937
1361.00,0.4057
1360.00,0.4161
1359.00,0.4263
1358.00,0.4365
1357.00,0.4455
1356.00,0.4525
1355.00,0.4569
1354.00,0.4581
1353.00,0.4560
1352.00,0.4517
1351.00,0.4459
1350.00,0.4387
1349.00,0.4296
1348.00,0.4193
1347.00,0.4084
1346.00,0.3973
1345.00,0.3862
1344.00,0.3762
1343.00,0.3680
1342.00,0.3611
1341.00,0.3541
1340.00,0.3463
1339.00,0.3388
1338.00,0.3337
1337.00,0.3319
1336.00,0.3329
1335.00,0.3359
1334.00,0.3393
1333.00,0.3415
1332.00,0.3412
1331.00,0.3387
1330.00,0.3347
1329.00,0.3301
1328.00,0.3259
1327.00,0.3223
1326.00,0.3192
1325.00,0.3159
1324.00,0.3124
1323.00,0.3090
1322.00,0.3060
1321.00,0.3030
1320.00,0.3002
1319.00,0.2977
1318.00,0.2956
1317.00,0.2935
1316.00,0.2911
1315.00,0.2883
1314.00,0.2849
1313.00,0.2804
1312.00,0.2749
1311.00,0.2690
1310.00,0.2628
1309.00,0.2562
1308.00,0.2492
1307.00,0.2425
1306.00,0.2364
1305.00,0.2308
1304.00,0.2256
1303.00,0.2211
1302.00,0.2171
1301.00,0.2135
1300.00,0.2102
1299.00,0.2074
1298.00,0.2050
1297.00,0.2029
1296.00,0.2009
1295.00,0.1993
1294.00,0.1982
1293.00,0.1973
1292.00,0.1966
1291.00,0.1962
1290.00,0.1962
1289.00,0.1964
1288.00,0.1969
1287.00,0.1978
1286.00,0.1994
1285.00,0.2012
1284.00,0.2035
1283.00,0.2063
1282.00,0.2099
1281.00,0.2140
1280.00,0.2188
1279.00,0.2245
1278.00,0.2313
1277.00,0.2389
1276.00,0.2469
1275.00,0.2552
1274.00,0.2636
1273.00,0.2721
1272.00,0.2817
1271.00,0.2931
1270.00,0.3067
1269.00,0.3223
1268.00,0.3399
1267.00,0.3596
1266.00,0.3809
1265.00,0.4037
1264.00,0.4281
1263.00,0.4540
1262.00,0.4798
1261.00,0.5021
1260.00,0.5162
1259.00,0.5177
1258.00,0.5061
1257.00,0.4859
1256.00,0.4642
1255.00,0.4471
1254.00,0.4385
1253.00,0.4395
1252.00,0.4493
1251.00,0.4663
1250.00,0.4881
1249.00,0.5123
1248.00,0.5373
1247.00,0.5613
1246.00,0.5819
1245.00,0.5973
1244.00,0.6064
1243.00,0.6086
1242.00,0.6044
1241.00,0.5957
1240.00,0.5853
1239.00,0.5753
1238.00,0.5667
1237.00,0.5602
1236.00,0.5561
1235.00,0.5543
1234.00,0.5545
1233.00,0.5567
1232.00,0.5614
1231.00,0.5690
1230.00,0.5794
1229.00,0.5923
1228.00,0.6078
1227.00,0.6249
1226.00,0.6419
1225.00,0.6574
1224.00,0.6702
1223.00,0.6792
1222.00,0.6836
1221.00,0.6842
1220.00,0.6831
1219.00,0.6821
1218.00,0.6821
1217.00,0.6847
1216.00,0.6917
1215.00,0.7038
1214.00,0.7201
1213.00,0.7395
1212.00,0.7598
1211.00,0.7771
1210.00,0.7874
1209.00,0.7893
1208.00,0.7840
1207.00,0.7728
